Date,Strike,Type,T,Mid,S,F,r,iv
2023-09-15,2825,Put,0.085,0.3500000089406965,4458.15,4453.382227994656,0.0,0.5459188507797268
2023-09-15,2850,Put,0.085,0.375,4458.15,4453.382227994656,0.0,0.539594727092229
2023-09-15,2875,Put,0.085,0.4000000059604645,4458.15,4453.382227994656,0.0,0.5330779019382406
2023-09-15,2900,Put,0.085,0.424999997019768,4458.15,4453.382227994656,0.0,0.5263982450162119
2023-09-15,2925,Put,0.085,0.450000002980232,4458.15,4453.382227994656,0.0,0.5194396827908937
2023-09-15,2950,Put,0.085,0.4750000089406965,4458.15,4453.382227994656,0.0,0.5124360073451628
2023-09-15,2975,Put,0.085,0.5,4458.15,4453.382227994656,0.0,0.5053133892991689
2023-09-15,3000,Put,0.085,0.550000011920929,4458.15,4453.382227994656,0.0,0.5004297817501862
2023-09-15,3025,Put,0.085,0.574999988079071,4458.15,4453.382227994656,0.0,0.49299264012504695
2023-09-15,3050,Put,0.085,0.5999999940395355,4458.15,4453.382227994656,0.0,0.48548127666817076
2023-09-15,3075,Put,0.085,0.625,4458.15,4453.382227994656,0.0,0.47790396764096416
2023-09-15,3100,Put,0.085,0.675000011920929,4458.15,4453.382227994656,0.0,0.47214212971971087
2023-09-15,3125,Put,0.085,0.699999988079071,4458.15,4453.382227994656,0.0,0.46437149001462164
2023-09-15,3150,Put,0.085,0.75,4458.15,4453.382227994656,0.0,0.45823078690134544
2023-09-15,3175,Put,0.085,0.800000011920929,4458.15,4453.382227994656,0.0,0.45187670054485485
2023-09-15,3200,Put,0.085,0.8499999940395355,4458.15,4453.382227994656,0.0,0.4453347316162227
2023-09-15,3225,Put,0.085,0.9000000059604645,4458.15,4453.382227994656,0.0,0.43862632044784006
2023-09-15,3250,Put,0.085,0.949999988079071,4458.15,4453.382227994656,0.0,0.4317162590996172
2023-09-15,3275,Put,0.085,1.0000000894069654,4458.15,4453.382227994656,0.0,0.4247137688376672
2023-09-15,3300,Put,0.085,1.0749999880790702,4458.15,4453.382227994656,0.0,0.4187432627081631
2023-09-15,3325,Put,0.085,1.1499999761581399,4458.15,4453.382227994656,0.0,0.4125290958794297
2023-09-15,3330,Put,0.085,1.1500000953674299,4458.15,4453.382227994656,0.0,0.410622786098591
2023-09-15,3340,Put,0.085,1.19999998807907,4458.15,4453.382227994656,0.0,0.40890115272893723
2023-09-15,3350,Put,0.085,1.224999785423275,4458.15,4453.382227994656,0.0,0.40609926255419815
2023-09-15,3360,Put,0.085,1.25,4458.15,4453.382227994656,0.0,0.4032761107839666
2023-09-15,3370,Put,0.085,1.25,4458.15,4453.382227994656,0.0,0.39946451335360883
2023-09-15,3375,Put,0.085,1.30000001192093,4458.15,4453.382227994656,0.0,0.3994771147671617
2023-09-15,3380,Put,0.085,1.29999989271164,4458.15,4453.382227994656,0.0,0.39756909036052424
2023-09-15,3390,Put,0.085,1.3499999046325701,4458.15,4453.382227994656,0.0,0.3956018814898623
2023-09-15,3400,Put,0.085,1.375,4458.15,4453.382227994656,0.0,0.3926822469067044
2023-09-15,3410,Put,0.085,1.3999999761581399,4458.15,4453.382227994656,0.0,0.389745459464636
2023-09-15,3420,Put,0.085,1.42499995231628,4458.15,4453.382227994656,0.0,0.38679209230387723
2023-09-15,3425,Put,0.085,1.44999998807907,4458.15,4453.382227994656,0.0,0.3857313054171177
2023-09-15,3430,Put,0.085,1.47499996423721,4458.15,4453.382227994656,0.0,0.38465571012418576
2023-09-15,3440,Put,0.085,1.5,4458.15,4453.382227994656,0.0,0.3816544007691172
2023-09-15,3450,Put,0.085,1.55000001192093,4458.15,4453.382227994656,0.0,0.3794302846821777
2023-09-15,3460,Put,0.085,1.57499992847443,4458.15,4453.382227994656,0.0,0.3763850612968712
2023-09-15,3470,Put,0.085,1.6000000238418601,4458.15,4453.382227994656,0.0,0.3733264951620231
2023-09-15,3475,Put,0.085,1.625,4458.15,4453.382227994656,0.0,0.3721666581861782
2023-09-15,3480,Put,0.085,1.6500000953674299,4458.15,4453.382227994656,0.0,0.3709946725493427
2023-09-15,3490,Put,0.085,1.67499995231628,4458.15,4453.382227994656,0.0,0.36789677320018094
2023-09-15,3500,Put,0.085,1.72499996423721,4458.15,4453.382227994656,0.0,0.36549245717738454
2023-09-15,3510,Put,0.085,1.77499997615814,4458.15,4453.382227994656,0.0,0.36304418960119156
2023-09-15,3520,Put,0.085,1.824999809265135,4458.15,4453.382227994656,0.0,0.3605539841259068
2023-09-15,3525,Put,0.085,1.8249999880790702,4458.15,4453.382227994656,0.0,0.35863526071885365
2023-09-15,3530,Put,0.085,1.82499992847443,4458.15,4453.382227994656,0.0,0.3567183527700801
2023-09-15,3540,Put,0.085,1.875,4458.15,4453.382227994656,0.0,0.3541839990771357
2023-09-15,3550,Put,0.085,1.925000190734865,4458.15,4453.382227994656,0.0,0.35161144307975956
2023-09-15,3560,Put,0.085,1.9750001430511501,4458.15,4453.382227994656,0.0,0.3490022658044065
2023-09-15,3570,Put,0.085,2.024999976158145,4458.15,4453.382227994656,0.0,0.3463579473440095
2023-09-15,3575,Put,0.085,2.075000047683715,4458.15,4453.382227994656,0.0,0.34560644361804954
2023-09-15,3580,Put,0.085,2.07500004768372,4458.15,4453.382227994656,0.0,0.34367986977385684
2023-09-15,3590,Put,0.085,2.125,4458.15,4453.382227994656,0.0,0.3409693037827698
2023-09-15,3600,Put,0.085,2.175000190734865,4458.15,4453.382227994656,0.0,0.338227450036314
2023-09-15,3610,Put,0.085,2.25000023841858,4458.15,4453.382227994656,0.0,0.3359910502070008
2023-09-15,3620,Put,0.085,2.3000000715255746,4458.15,4453.382227994656,0.0,0.33317733242398984
2023-09-15,3625,Put,0.085,2.325000047683715,4458.15,4453.382227994656,0.0,0.33176001988083975
2023-09-15,3630,Put,0.085,2.3500000238418597,4458.15,4453.382227994656,0.0,0.33033588830630317
2023-09-15,3640,Put,0.085,2.399999618530275,4458.15,4453.382227994656,0.0,0.32746759180854657
2023-09-15,3650,Put,0.085,2.4750000238418552,4458.15,4453.382227994656,0.0,0.325058107960192
2023-09-15,3660,Put,0.085,2.5249999761581448,4458.15,4453.382227994656,0.0,0.3221277797601083
2023-09-15,3670,Put,0.085,2.6000000238418597,4458.15,4453.382227994656,0.0,0.3196339866959795
2023-09-15,3675,Put,0.085,2.625,4458.15,4453.382227994656,0.0,0.31814284390879166
2023-09-15,3680,Put,0.085,2.6499999761581403,4458.15,4453.382227994656,0.0,0.31664597879766226
2023-09-15,3690,Put,0.085,2.725000143051145,4458.15,4453.382227994656,0.0,0.31407380585055744
2023-09-15,3700,Put,0.085,2.8000000715255746,4458.15,4453.382227994656,0.0,0.31145855011057133
2023-09-15,3710,Put,0.085,2.87499988079071,4458.15,4453.382227994656,0.0,0.3088018761222851
2023-09-15,3720,Put,0.085,2.9499999284744254,4458.15,4453.382227994656,0.0,0.3061053268358302
2023-09-15,3725,Put,0.085,3.00000023841858,4458.15,4453.382227994656,0.0,0.30494146532106636
2023-09-15,3730,Put,0.085,3.025000095367435,4458.15,4453.382227994656,0.0,0.30337032289537336
2023-09-15,3740,Put,0.085,3.1000000238418597,4458.15,4453.382227994656,0.0,0.3005981770092422
2023-09-15,3750,Put,0.085,3.1999999284744254,4458.15,4453.382227994656,0.0,0.2981630570757152
2023-09-15,3760,Put,0.085,3.299999952316285,4458.15,4453.382227994656,0.0,0.29567320441816913
2023-09-15,3770,Put,0.085,3.3999999761581448,4458.15,4453.382227994656,0.0,0.2931309284241479
2023-09-15,3775,Put,0.085,3.3999999761581403,4458.15,4453.382227994656,0.0,0.2911456186615979
2023-09-15,3780,Put,0.085,3.44999980926514,4458.15,4453.382227994656,0.0,0.28985293622017744
2023-09-15,3790,Put,0.085,3.5,4458.15,4453.382227994656,0.0,0.28655857858924394
2023-09-15,3800,Put,0.085,3.65000009536743,4458.15,4453.382227994656,0.0,0.2845614268400716
2023-09-15,3810,Put,0.085,3.75,4458.15,4453.382227994656,0.0,0.28184627001957674
2023-09-15,3820,Put,0.085,3.84999990463257,4458.15,4453.382227994656,0.0,0.2790869810319862
2023-09-15,3825,Put,0.085,3.9499999284744254,4458.15,4453.382227994656,0.0,0.27829776676782303
2023-09-15,3830,Put,0.085,3.950000047683715,4458.15,4453.382227994656,0.0,0.2762850045643009
2023-09-15,3840,Put,0.085,4.100000381469725,4458.15,4453.382227994656,0.0,0.2740249951743651
2023-09-15,3850,Put,0.085,4.25,4458.15,4453.382227994656,0.0,0.2716913510429462
2023-09-15,3860,Put,0.085,4.34999990463257,4458.15,4453.382227994656,0.0,0.26874067001638363
2023-09-15,3870,Put,0.085,4.44999980926514,4458.15,4453.382227994656,0.0,0.2657530067981664
2023-09-15,3875,Put,0.085,4.549999952316285,4458.15,4453.382227994656,0.0,0.26477265936429906
2023-09-15,3880,Put,0.085,4.65000033378601,4458.15,4453.382227994656,0.0,0.26376734925751544
2023-09-15,3885,Put,0.085,4.700000286102295,4458.15,4453.382227994656,0.0,0.2622297410426657
2023-09-15,3890,Put,0.085,4.799999952316285,4458.15,4453.382227994656,0.0,0.26118565399237176
2023-09-15,3895,Put,0.085,4.85000014305115,4458.15,4453.382227994656,0.0,0.2596251816103273
2023-09-15,3900,Put,0.085,5.0,4458.15,4453.382227994656,0.0,0.2590284722307181
2023-09-15,3905,Put,0.085,5.05000019073486,4458.15,4453.382227994656,0.0,0.2574402967469172
2023-09-15,3910,Put,0.085,5.100000143051145,4458.15,4453.382227994656,0.0,0.2558441741170053
2023-09-15,3915,Put,0.085,5.15000009536743,4458.15,4453.382227994656,0.0,0.2542401705869938
2023-09-15,3920,Put,0.085,5.25,4458.15,4453.382227994656,0.0,0.2530885223647259
2023-09-15,3925,Put,0.085,5.399999856948855,4458.15,4453.382227994656,0.0,0.25236638324518845
2023-09-15,3930,Put,0.085,5.5,4458.15,4453.382227994656,0.0,0.25116662323593475
2023-09-15,3935,Put,0.085,5.55000019073486,4458.15,4453.382227994656,0.0,0.24951169402463133
2023-09-15,3940,Put,0.085,5.699999809265135,4458.15,4453.382227994656,0.0,0.24870904130286797
2023-09-15,3945,Put,0.085,5.75,4458.15,4453.382227994656,0.0,0.24703003524558217
2023-09-15,3950,Put,0.085,5.899999618530275,4458.15,4453.382227994656,0.0,0.24617673156715864
2023-09-15,3955,Put,0.085,6.0,4458.15,4453.382227994656,0.0,0.24488348625848247
2023-09-15,3960,Put,0.085,6.100000381469725,4458.15,4453.382227994656,0.0,0.24357263517969427
2023-09-15,3965,Put,0.085,6.15000009536743,4458.15,4453.382227994656,0.0,0.24184775437511677
2023-09-15,3970,Put,0.085,6.299999952316285,4458.15,4453.382227994656,0.0,0.24089937381839047
2023-09-15,3975,Put,0.085,6.44999980926514,4458.15,4453.382227994656,0.0,0.2399209607784312
2023-09-15,3980,Put,0.085,6.5,4458.15,4453.382227994656,0.0,0.23815933598581718
2023-09-15,3985,Put,0.085,6.65000009536743,4458.15,4453.382227994656,0.0,0.23713729390681162
2023-09-15,3990,Put,0.085,6.75,4458.15,4453.382227994656,0.0,0.2357216561192709
2023-09-15,3995,Put,0.085,6.900000095367435,4458.15,4453.382227994656,0.0,0.23465083328207767
2023-09-15,4000,Put,0.085,7.05000019073486,4458.15,4453.382227994656,0.0,0.23355319642271305
2023-09-15,4005,Put,0.085,7.199999809265135,4458.15,4453.382227994656,0.0,0.23242941318422145
2023-09-15,4010,Put,0.085,7.300000190734865,4458.15,4453.382227994656,0.0,0.23093835775601876
2023-09-15,4015,Put,0.085,7.400000095367435,4458.15,4453.382227994656,0.0,0.22943283030834338
2023-09-15,4020,Put,0.085,7.600000381469725,4458.15,4453.382227994656,0.0,0.22857702026914634
2023-09-15,4025,Put,0.085,7.800000190734865,4458.15,4453.382227994656,0.0,0.22769134225433357
2023-09-15,4030,Put,0.085,7.899999856948855,4458.15,4453.382227994656,0.0,0.22612563345207937
2023-09-15,4035,Put,0.085,8.099999904632565,4458.15,4453.382227994656,0.0,0.22517577059155053
2023-09-15,4040,Put,0.085,8.200000047683716,4458.15,4453.382227994656,0.0,0.2235749831965267
2023-09-15,4045,Put,0.085,8.400000095367435,4458.15,4453.382227994656,0.0,0.22257058130645357
2023-09-15,4050,Put,0.085,8.549999713897705,4458.15,4453.382227994656,0.0,0.22123537238992091
2023-09-15,4055,Put,0.085,8.75,4458.15,4453.382227994656,0.0,0.22017303455101014
2023-09-15,4060,Put,0.085,8.950000286102295,4458.15,4453.382227994656,0.0,0.21908003412321922
2023-09-15,4065,Put,0.085,9.15000009536743,4458.15,4453.382227994656,0.0,0.217957108790955
2023-09-15,4070,Put,0.085,9.34999990463257,4458.15,4453.382227994656,0.0,0.21680495327002125
2023-09-15,4075,Put,0.085,9.549999713897705,4458.15,4453.382227994656,0.0,0.21562421431160028
2023-09-15,4080,Put,0.085,9.749999999999986,4458.15,4453.382227994656,0.0,0.21441549904882837
2023-09-15,4085,Put,0.085,9.950000286102316,4458.15,4453.382227994656,0.0,0.2131793699024932
2023-09-15,4090,Put,0.085,10.15000009536743,4458.15,4453.382227994656,0.0,0.21191635240243648
2023-09-15,4095,Put,0.085,10.4500002861023,4458.15,4453.382227994656,0.0,0.21113792726795136
2023-09-15,4100,Put,0.085,10.699999809265151,4458.15,4453.382227994656,0.0,0.21006503467749205
2023-09-15,4105,Put,0.085,10.84999990463255,4458.15,4453.382227994656,0.0,0.20846567168244293
2023-09-15,4110,Put,0.085,11.15000009536745,4458.15,4453.382227994656,0.0,0.20757720581778114
2023-09-15,4115,Put,0.085,11.40000009536745,4458.15,4453.382227994656,0.0,0.20640975502160638
2023-09-15,4120,Put,0.085,11.65000009536745,4458.15,4453.382227994656,0.0,0.20521066045432734
2023-09-15,4125,Put,0.085,11.9500002861023,4458.15,4453.382227994656,0.0,0.20421031926129238
2023-09-15,4130,Put,0.085,12.25,4458.15,4453.382227994656,0.0,0.2031715681395615
2023-09-15,4135,Put,0.085,12.5,4458.15,4453.382227994656,0.0,0.20187378866747813
2023-09-15,4140,Put,0.085,12.7999997138977,4458.15,4453.382227994656,0.0,0.2007648345233471
2023-09-15,4145,Put,0.085,13.09999990463255,4458.15,4453.382227994656,0.0,0.1996199250156472
2023-09-15,4150,Put,0.085,13.4500002861023,4458.15,4453.382227994656,0.0,0.19865006451833433
2023-09-15,4155,Put,0.085,13.7999997138977,4458.15,4453.382227994656,0.0,0.19763832065095505
2023-09-15,4160,Put,0.085,14.09999990463255,4458.15,4453.382227994656,0.0,0.19638296389081808
2023-09-15,4165,Put,0.085,14.5,4458.15,4453.382227994656,0.0,0.19549316014493703
2023-09-15,4170,Put,0.085,14.7999997138977,4458.15,4453.382227994656,0.0,0.19416575658394342
2023-09-15,4175,Put,0.085,15.2000002861023,4458.15,4453.382227994656,0.0,0.1931915829600033
2023-09-15,4180,Put,0.085,15.59999990463255,4458.15,4453.382227994656,0.0,0.1921730711353119
2023-09-15,4185,Put,0.085,15.9499969482422,4458.15,4453.382227994656,0.0,0.19092552292129
2023-09-15,4190,Put,0.085,16.399999618530252,4458.15,4453.382227994656,0.0,0.1900070095294514
2023-09-15,4195,Put,0.085,16.799995422363303,4458.15,4453.382227994656,0.0,0.1888612156497332
2023-09-15,4200,Put,0.085,17.299995422363303,4458.15,4453.382227994656,0.0,0.18802702676600835
2023-09-15,4205,Put,0.085,17.75,4458.15,4453.382227994656,0.0,0.1869677541335402
2023-09-15,4210,Put,0.085,18.1999969482422,4458.15,4453.382227994656,0.0,0.1858635286102071
2023-09-15,4215,Put,0.085,18.64999866485595,4458.15,4453.382227994656,0.0,0.1847152404094018
2023-09-15,4220,Put,0.085,19.14999866485595,4458.15,4453.382227994656,0.0,0.18368810228885413
2023-09-15,4225,Put,0.085,19.6999893188477,4458.15,4453.382227994656,0.0,0.1827745172862038
2023-09-15,4230,Put,0.085,20.19999885559085,4458.15,4453.382227994656,0.0,0.18164968364267878
2023-09-15,4235,Put,0.085,20.69999885559085,4458.15,4453.382227994656,0.0,0.18047863218825344
2023-09-15,4240,Put,0.085,21.349990844726598,4458.15,4453.382227994656,0.0,0.17972314995535835
2023-09-15,4245,Put,0.085,21.8999938964844,4458.15,4453.382227994656,0.0,0.178605822411166
2023-09-15,4250,Put,0.085,22.549995422363303,4458.15,4453.382227994656,0.0,0.17773696168762917
2023-09-15,4255,Put,0.085,23.0999908447266,4458.15,4453.382227994656,0.0,0.17651838653359503
2023-09-15,4260,Put,0.085,23.8000030517578,4458.15,4453.382227994656,0.0,0.17568427952712246
2023-09-15,4265,Put,0.085,24.4499969482422,4458.15,4453.382227994656,0.0,0.1746485918534961
2023-09-15,4270,Put,0.085,25.05000019073485,4458.15,4453.382227994656,0.0,0.1734191614400751
2023-09-15,4275,Put,0.085,25.7999954223633,4458.15,4453.382227994656,0.0,0.1725518504813282
2023-09-15,4280,Put,0.085,26.5,4458.15,4453.382227994656,0.0,0.1714906431880639
2023-09-15,4285,Put,0.085,27.25,4458.15,4453.382227994656,0.0,0.17050327800569334
2023-09-15,4290,Put,0.085,28.1000061035156,4458.15,4453.382227994656,0.0,0.169718437690858
2023-09-15,4295,Put,0.085,28.8499984741211,4458.15,4453.382227994656,0.0,0.168609463437796
2023-09-15,4300,Put,0.085,29.6999969482422,4458.15,4453.382227994656,0.0,0.16769704563162838
2023-09-15,4305,Put,0.085,30.4999923706055,4458.15,4453.382227994656,0.0,0.16659513770521694
2023-09-15,4310,Put,0.085,31.3999938964844,4458.15,4453.382227994656,0.0,0.1656803730050738
2023-09-15,4315,Put,0.085,32.2499923706055,4458.15,4453.382227994656,0.0,0.16457774581842669
2023-09-15,4320,Put,0.085,33.1499938964844,4458.15,4453.382227994656,0.0,0.16353328159621366
2023-09-15,4325,Put,0.085,34.1499938964844,4458.15,4453.382227994656,0.0,0.16266124179263097
2023-09-15,4330,Put,0.085,34.9999923706055,4458.15,4453.382227994656,0.0,0.16136797246841503
2023-09-15,4335,Put,0.085,36.0500030517578,4458.15,4453.382227994656,0.0,0.160476261110523
2023-09-15,4340,Put,0.085,37.1500015258789,4458.15,4453.382227994656,0.0,0.15962667750700982
2023-09-15,4345,Put,0.085,38.1500015258789,4458.15,4453.382227994656,0.0,0.15847778014087174
2023-09-15,4350,Put,0.085,39.2499923706055,4458.15,4453.382227994656,0.0,0.15748357416584702
2023-09-15,4355,Put,0.085,40.4000015258789,4458.15,4453.382227994656,0.0,0.15652660034686128
2023-09-15,4360,Put,0.085,41.5500030517578,4458.15,4453.382227994656,0.0,0.1554946520075147
2023-09-15,4365,Put,0.085,42.7500076293945,4458.15,4453.382227994656,0.0,0.1544957937439129
2023-09-15,4370,Put,0.085,43.9500045776367,4458.15,4453.382227994656,0.0,0.15342027915453155
2023-09-15,4375,Put,0.085,45.2500076293945,4458.15,4453.382227994656,0.0,0.1524793205219991
2023-09-15,4380,Put,0.085,46.5500030517578,4458.15,4453.382227994656,0.0,0.15145782399604857
2023-09-15,4385,Put,0.085,47.9500045776367,4458.15,4453.382227994656,0.0,0.1505630151217696
2023-09-15,4390,Put,0.085,49.3000030517578,4458.15,4453.382227994656,0.0,0.1494814440415215
2023-09-15,4395,Put,0.085,50.799995422363295,4458.15,4453.382227994656,0.0,0.14862286261554605
2023-09-15,4400,Put,0.085,52.2500076293945,4458.15,4453.382227994656,0.0,0.1475757751742343
2023-09-15,4405,Put,0.085,53.799995422363295,4458.15,4453.382227994656,0.0,0.1466430347148654
2023-09-15,4410,Put,0.085,55.3499984741211,4458.15,4453.382227994656,0.0,0.1456208850286757
2023-09-15,4415,Put,0.085,57.0,4458.15,4453.382227994656,0.0,0.14470841763649725
2023-09-15,4420,Put,0.085,58.6500015258789,4458.15,4453.382227994656,0.0,0.143700912627886
2023-09-15,4425,Put,0.085,60.3500061035156,4458.15,4453.382227994656,0.0,0.14269793598631042
2023-09-15,4430,Put,0.085,62.0999984741211,4458.15,4453.382227994656,0.0,0.1416971095208182
2023-09-15,4435,Put,0.085,63.9000015258789,4458.15,4453.382227994656,0.0,0.14069618835221495
2023-09-15,4440,Put,0.085,65.8000030517578,4458.15,4453.382227994656,0.0,0.13978986215863612
2023-09-15,4445,Put,0.085,67.6999969482422,4458.15,4453.382227994656,0.0,0.13878177003045675
2023-09-15,4450,Put,0.085,69.70000457763669,4458.15,4453.382227994656,0.0,0.13786359709781387
2023-09-15,4455,Call,0.085,70.1500015258789,4458.15,4453.382227994656,0.0,0.13697066516889214
2023-09-15,4460,Call,0.085,67.25,4458.15,4453.382227994656,0.0,0.1360323836237111
2023-09-15,4465,Call,0.085,64.3999938964844,4458.15,4453.382227994656,0.0,0.13508106494654765
2023-09-15,4470,Call,0.085,61.700004577636705,4458.15,4453.382227994656,0.0,0.13430831663138754
2023-09-15,4475,Call,0.085,59.0,4458.15,4453.382227994656,0.0,0.13342234699700167
2023-09-15,4480,Call,0.085,56.299995422363295,4458.15,4453.382227994656,0.0,0.13242054412440693
2023-09-15,4485,Call,0.085,53.8000030517578,4458.15,4453.382227994656,0.0,0.13169112044698517
2023-09-15,4490,Call,0.085,51.3000030517578,4458.15,4453.382227994656,0.0,0.13084309100346303
2023-09-15,4495,Call,0.085,48.7999877929688,4458.15,4453.382227994656,0.0,0.12987040213082257
2023-09-15,4500,Call,0.085,46.4499969482422,4458.15,4453.382227994656,0.0,0.1290724332295635
2023-09-15,4505,Call,0.085,44.0999984741211,4458.15,4453.382227994656,0.0,0.12814831122818332
2023-09-15,4510,Call,0.085,41.8499984741211,4458.15,4453.382227994656,0.0,0.12729661327355188
2023-09-15,4515,Call,0.085,39.75,4458.15,4453.382227994656,0.0,0.12662119317563286
2023-09-15,4520,Call,0.085,37.599998474121094,4458.15,4453.382227994656,0.0,0.12571142502546778
2023-09-15,4525,Call,0.085,35.549995422363295,4458.15,4453.382227994656,0.0,0.12487385292408928
2023-09-15,4530,Call,0.085,33.5999908447266,4458.15,4453.382227994656,0.0,0.12411077774561655
2023-09-15,4535,Call,0.085,31.6999969482422,4458.15,4453.382227994656,0.0,0.12331660687055633
2023-09-15,4540,Call,0.085,29.8999938964844,4458.15,4453.382227994656,0.0,0.12260014789794176
2023-09-15,4545,Call,0.085,28.1500015258789,4458.15,4453.382227994656,0.0,0.12185314312688668
2023-09-15,4550,Call,0.085,26.4499969482422,4458.15,4453.382227994656,0.0,0.1210741093673004
2023-09-15,4555,Call,0.085,24.849990844726598,4458.15,4453.382227994656,0.0,0.1203788989036272
2023-09-15,4560,Call,0.085,23.2999877929688,4458.15,4453.382227994656,0.0,0.11965388963375952
2023-09-15,4565,Call,0.085,21.849990844726598,4458.15,4453.382227994656,0.0,0.11902105030926255
2023-09-15,4570,Call,0.085,20.3999938964844,4458.15,4453.382227994656,0.0,0.11823649721043673
2023-09-15,4575,Call,0.085,19.1000061035156,4458.15,4453.382227994656,0.0,0.11767576831189692
2023-09-15,4580,Call,0.085,17.799995422363303,4458.15,4453.382227994656,0.0,0.1169641027664849
2023-09-15,4585,Call,0.085,16.549995422363303,4458.15,4453.382227994656,0.0,0.11622566117946236
2023-09-15,4590,Call,0.085,15.449999809265151,4458.15,4453.382227994656,0.0,0.11574442342947039
2023-09-15,4595,Call,0.085,14.3499999046326,4458.15,4453.382227994656,0.0,0.11510865144624682
2023-09-15,4600,Call,0.085,13.2999997138977,4458.15,4453.382227994656,0.0,0.11445737133135639
2023-09-15,4605,Call,0.085,12.3499999046326,4458.15,4453.382227994656,0.0,0.11395022295559344
2023-09-15,4610,Call,0.085,11.449999809265151,4458.15,4453.382227994656,0.0,0.11344401670592602
2023-09-15,4615,Call,0.085,10.59999990463255,4458.15,4453.382227994656,0.0,0.11294326029690144
2023-09-15,4620,Call,0.085,9.799999713897684,4458.15,4453.382227994656,0.0,0.11245337674393804
2023-09-15,4625,Call,0.085,9.0,4458.15,4453.382227994656,0.0,0.11179543236722657
2023-09-15,4630,Call,0.085,8.299999713897705,4458.15,4453.382227994656,0.0,0.11133982311510517
2023-09-15,4635,Call,0.085,7.65000009536743,4458.15,4453.382227994656,0.0,0.11091822591352575
2023-09-15,4640,Call,0.085,7.050000190734865,4458.15,4453.382227994656,0.0,0.11054186689937483
2023-09-15,4645,Call,0.085,6.450000286102295,4458.15,4453.382227994656,0.0,0.11000058084105427
2023-09-15,4650,Call,0.085,5.950000286102295,4458.15,4453.382227994656,0.0,0.109746246730606
2023-09-15,4655,Call,0.085,5.450000286102295,4458.15,4453.382227994656,0.0,0.10933037856357772
2023-09-15,4660,Call,0.085,5.05000019073486,4458.15,4453.382227994656,0.0,0.10926641179384894
2023-09-15,4665,Call,0.085,4.600000381469725,4458.15,4453.382227994656,0.0,0.1087910252309301
2023-09-15,4670,Call,0.085,4.25,4458.15,4453.382227994656,0.0,0.10871237480868537
2023-09-15,4675,Call,0.085,3.84999990463257,4458.15,4453.382227994656,0.0,0.10818709578424915
2023-09-15,4680,Call,0.085,3.5500003099441546,4458.15,4453.382227994656,0.0,0.10811995344937438
2023-09-15,4685,Call,0.085,3.25,4458.15,4453.382227994656,0.0,0.10791375643819337
2023-09-15,4690,Call,0.085,2.999999523162845,4458.15,4453.382227994656,0.0,0.10791653904871942
2023-09-15,4695,Call,0.085,2.6999999284744254,4458.15,4453.382227994656,0.0,0.10740015666436278
2023-09-15,4700,Call,0.085,2.52500033378601,4458.15,4453.382227994656,0.0,0.1077184051457132
2023-09-15,4705,Call,0.085,2.3000000715255746,4458.15,4453.382227994656,0.0,0.10750827739669852
2023-09-15,4710,Call,0.085,2.125,4458.15,4453.382227994656,0.0,0.10760383738118082
2023-09-15,4715,Call,0.085,1.9250001907348602,4458.15,4453.382227994656,0.0,0.10733449445668808
2023-09-15,4720,Call,0.085,1.77500003576279,4458.15,4453.382227994656,0.0,0.10742489043351129
